Target Distance: 50, Step Size: 2
1225: (x,y) = (31.621, 5.82997)
1226: (x,y) = (32.7394, 7.48804)
1227: (x,y) = (33.8578, 5.82997)
1228: (x,y) = (33.2067, 3.93893)
1229: (x,y) = (31.2371, 3.59163)
1230: (x,y) = (32.2671, 1.8773)
1231: (x,y) = (31.2975, 0.128059)
1232: (x,y) = (29.4432, -0.621155)
1233: (x,y) = (30.4128, -2.37039)
1234: (x,y) = (29.5675, -0.557778)
1235: (x,y) = (29.5326, -2.55747)
1236: (x,y) = (31.3736, -1.77601)
1237: (x,y) = (31.0953, 0.204525)
1238: (x,y) = (29.381, 1.2346)
1239: (x,y) = (31.2603, 1.91864)
1240: (x,y) = (32.0418, 3.75965)
1241: (x,y) = (30.1624, 4.44369)
1242: (x,y) = (31.6487, 5.78195)
1243: (x,y) = (32.1663, 7.7138)
1244: (x,y) = (32.6502, 9.6544)
1245: (x,y) = (32.0654, 7.74179)
1246: (x,y) = (31.0354, 9.45612)
1247: (x,y) = (32.4981, 8.09212)
1248: (x,y) = (34.4387, 7.60828)
1249: (x,y) = (34.334, 9.60554)
1250: (x,y) = (35.9921, 8.48715)
1251: (x,y) = (34.0433, 8.93706)
1252: (x,y) = (32.6291, 7.52284)
1253: (x,y) = (32.942, 5.54747)
1254: (x,y) = (34.1733, 7.12349)
1255: (x,y) = (35.2626, 8.80083)
1256: (x,y) = (36.4382, 10.4189)
1257: (x,y) = (37.3771, 12.1848)
1258: (x,y) = (39.2792, 11.5667)
1259: (x,y) = (40.5648, 10.0346)
1260: (x,y) = (39.3892, 8.4166)
1261: (x,y) = (41.3646, 8.72947)
1262: (x,y) = (40.9147, 6.78073)
1263: (x,y) = (42.4468, 8.0663)
1264: (x,y) = (40.7694, 9.15558)
1265: (x,y) = (39.8615, 10.9376)
1266: (x,y) = (37.9127, 10.4877)
1267: (x,y) = (35.9139, 10.4179)
1268: (x,y) = (35.2959, 12.32)
1269: (x,y) = (34.357, 14.0859)
1270: (x,y) = (36.3375, 14.3642)
1271: (x,y) = (37.9348, 13.1606)
1272: (x,y) = (37.5189, 15.1169)
1273: (x,y) = (38.8045, 13.5848)
1274: (x,y) = (38.4572, 15.5544)
1275: (x,y) = (37.3679, 17.2318)
1276: (x,y) = (36.2787, 15.5544)
1277: (x,y) = (37.8547, 16.7858)
1278: (x,y) = (35.9141, 16.3019)
1279: (x,y) = (36.5652, 18.193)
1280: (x,y) = (35.1759, 19.6316)
1281: (x,y) = (37.0303, 18.8824)
1282: (x,y) = (37.5141, 20.823)
1283: (x,y) = (39.1114, 22.0266)
1284: (x,y) = (37.2704, 21.2452)
1285: (x,y) = (35.7841, 22.5834)
1286: (x,y) = (36.723, 20.8175)
1287: (x,y) = (38.3811, 19.6992)
1288: (x,y) = (40.2937, 20.2839)
1289: (x,y) = (41.0752, 22.1249)
1290: (x,y) = (41.8244, 23.9793)
1291: (x,y) = (41.4771, 22.0097)
1292: (x,y) = (41.8929, 23.966)
1293: (x,y) = (41.1437, 25.8203)
1294: (x,y) = (40.3302, 27.6474)
1295: (x,y) = (41.3901, 25.9513)
1296: (x,y) = (40.4205, 24.2021)
1297: (x,y) = (39.8692, 26.1246)
1298: (x,y) = (38.0282, 25.3431)
1299: (x,y) = (36.2623, 26.2821)
1300: (x,y) = (35.2623, 24.55)
1301: (x,y) = (33.4352, 23.7366)
1302: (x,y) = (34.7735, 25.2229)
1303: (x,y) = (36.696, 24.6716)
1304: (x,y) = (34.7834, 25.2563)
1305: (x,y) = (36.4795, 24.1965)
1306: (x,y) = (38.0555, 25.4278)
1307: (x,y) = (39.9465, 24.7767)
1308: (x,y) = (41.1221, 23.1586)
1309: (x,y) = (42.0917, 21.4094)
1310: (x,y) = (42.8732, 23.2504)
1311: (x,y) = (41.8431, 21.5361)
1312: (x,y) = (39.9025, 21.0522)
1313: (x,y) = (38.4638, 22.4415)
1314: (x,y) = (39.115, 20.5505)
1315: (x,y) = (37.1744, 21.0344)
1316: (x,y) = (38.5886, 22.4486)
1317: (x,y) = (37.7751, 24.2757)
1318: (x,y) = (38.1567, 26.2389)
1319: (x,y) = (36.6246, 24.9533)
1320: (x,y) = (38.0874, 26.3173)
1321: (x,y) = (36.41, 25.2281)
1322: (x,y) = (37.9643, 26.4867)
1323: (x,y) = (36.001, 26.1051)
1324: (x,y) = (35.317, 24.2257)
1325: (x,y) = (34.3781, 22.4598)
1326: (x,y) = (35.7674, 23.8985)
1327: (x,y) = (34.1291, 25.0456)
1328: (x,y) = (33.2523, 26.8432)
1329: (x,y) = (31.4864, 27.7822)
1330: (x,y) = (33.1638, 28.8714)
1331: (x,y) = (35.1489, 28.6277)
1332: (x,y) = (33.5516, 29.8313)
1333: (x,y) = (33.034, 27.8995)
1334: (x,y) = (32.1572, 29.6971)
1335: (x,y) = (30.16, 29.5924)
1336: (x,y) = (31.8373, 30.6817)
1337: (x,y) = (30.3279, 29.3696)
1338: (x,y) = (32.1823, 30.1188)
1339: (x,y) = (32.5639, 28.1555)
1340: (x,y) = (32.4592, 26.1583)
1341: (x,y) = (31.9079, 24.2357)
1342: (x,y) = (33.526, 23.0602)
1343: (x,y) = (35.058, 21.7746)
1344: (x,y) = (36.9806, 21.2233)
1345: (x,y) = (38.8216, 20.4418)
1346: (x,y) = (40.1598, 18.9556)
1347: (x,y) = (41.2782, 17.2975)
1348: (x,y) = (39.5639, 16.2674)
1349: (x,y) = (37.5834, 16.5458)
1350: (x,y) = (36.194, 15.1071)
1351: (x,y) = (37.2241, 16.8214)
1352: (x,y) = (38.0056, 14.9804)
1353: (x,y) = (36.7469, 13.4261)
1354: (x,y) = (38.7421, 13.5656)
1355: (x,y) = (40.4913, 12.596)
1356: (x,y) = (41.3993, 14.378)
1357: (x,y) = (40.9494, 16.3268)
1358: (x,y) = (42.7314, 17.2347)
1359: (x,y) = (43.5129, 15.3937)
1360: (x,y) = (41.5723, 14.9099)
1361: (x,y) = (41.398, 12.9175)
1362: (x,y) = (42.3059, 14.6995)
1363: (x,y) = (44.2756, 15.0468)
1364: (x,y) = (45.057, 13.2058)
1365: (x,y) = (45.4728, 15.1621)
1366: (x,y) = (45.6124, 17.1572)
1367: (x,y) = (47.3782, 18.0962)
After 1368 steps, the subject has the following location:
(x,y) = (47.3782, 18.0962)
 or
(m,a) = (50.7166, 20.9044)
Average outward distance per step = 0.0370735
Target Distance: 50, Step Size: 2
0: (x,y) = (0.381618, -1.96325)
1: (x,y) = (-1.29572, -3.05253)
2: (x,y) = (-1.36552, -1.05375)
3: (x,y) = (-2.56915, 0.54352)
4: (x,y) = (-2.91645, 2.51314)
5: (x,y) = (-4.17509, 4.06743)
6: (x,y) = (-3.26711, 5.84944)
7: (x,y) = (-4.55268, 4.31735)
8: (x,y) = (-4.00141, 2.39483)
9: (x,y) = (-2.2194, 1.48685)
10: (x,y) = (-1.47018, -0.36752)
11: (x,y) = (-2.4398, -2.11676)
12: (x,y) = (-0.657789, -1.20878)
13: (x,y) = (-2.53717, -0.524738)
14: (x,y) = (-1.56755, 1.2245)
15: (x,y) = (-2.62739, -0.471595)
16: (x,y) = (-2.17749, -2.42034)
17: (x,y) = (-0.17871, -2.35054)
18: (x,y) = (-0.829846, -0.459499)
19: (x,y) = (0.170154, -2.19155)
20: (x,y) = (-0.279748, -0.24281)
21: (x,y) = (-1.02896, -2.09718)
22: (x,y) = (-1.6137, -0.184568)
23: (x,y) = (-3.45471, -0.96603)
24: (x,y) = (-3.10742, -2.93565)
25: (x,y) = (-1.64471, -4.29964)
26: (x,y) = (-0.497558, -2.66134)
27: (x,y) = (-1.83582, -4.14763)
28: (x,y) = (-3.39011, -5.40627)
29: (x,y) = (-5.12216, -6.40627)
30: (x,y) = (-6.15224, -4.69193)
31: (x,y) = (-4.18898, -5.07355)
32: (x,y) = (-5.84706, -6.19194)
33: (x,y) = (-3.89832, -6.64184)
34: (x,y) = (-5.59441, -7.70168)
35: (x,y) = (-4.81295, -9.54269)
36: (x,y) = (-3.32666, -8.20443)
37: (x,y) = (-1.52907, -7.32768)
38: (x,y) = (-0.190813, -5.8414)
39: (x,y) = (0.29303, -3.9008)
40: (x,y) = (-0.676589, -5.65004)
41: (x,y) = (-1.45805, -7.49105)
42: (x,y) = (-0.254421, -9.08832)
43: (x,y) = (1.69432, -9.53823)
44: (x,y) = (2.27906, -7.62562)
45: (x,y) = (0.724771, -8.88426)
46: (x,y) = (-1.17734, -8.26622)
47: (x,y) = (-2.90939, -7.26622)
48: (x,y) = (-4.83192, -7.8175)
49: (x,y) = (-3.23465, -9.02113)
50: (x,y) = (-2.20457, -7.30679)
51: (x,y) = (-0.672481, -6.02122)
52: (x,y) = (-2.40453, -7.02122)
53: (x,y) = (-3.84321, -8.41054)
54: (x,y) = (-5.81283, -8.75783)
55: (x,y) = (-7.17682, -7.29512)
56: (x,y) = (-9.07894, -7.91316)
57: (x,y) = (-7.38284, -6.85332)
58: (x,y) = (-9.20993, -6.03985)
59: (x,y) = (-10.6241, -7.45406)
60: (x,y) = (-10.9714, -5.48444)
61: (x,y) = (-12.5475, -4.25312)
62: (x,y) = (-10.7348, -5.09836)
63: (x,y) = (-9.02051, -4.06828)
64: (x,y) = (-9.57179, -5.99081)
65: (x,y) = (-11.4262, -5.24159)
66: (x,y) = (-12.6575, -6.81761)
67: (x,y) = (-13.9696, -5.30819)
68: (x,y) = (-14.5543, -7.2208)
69: (x,y) = (-12.7417, -6.37557)
70: (x,y) = (-14.0538, -7.88499)
71: (x,y) = (-12.8225, -9.46101)
72: (x,y) = (-14.6897, -8.74427)
73: (x,y) = (-15.6286, -6.97838)
74: (x,y) = (-16.8042, -5.36034)
75: (x,y) = (-16.2529, -3.43782)
76: (x,y) = (-14.2639, -3.64688)
77: (x,y) = (-13.2338, -5.36121)
78: (x,y) = (-13.6837, -7.30995)
79: (x,y) = (-11.7032, -7.5883)
80: (x,y) = (-9.73355, -7.241)
81: (x,y) = (-11.0457, -5.73158)
82: (x,y) = (-12.8116, -4.79264)
83: (x,y) = (-13.593, -6.63365)
84: (x,y) = (-11.975, -5.45808)
85: (x,y) = (-13.339, -3.99537)
86: (x,y) = (-13.8228, -5.93596)
87: (x,y) = (-12.2048, -4.76039)
88: (x,y) = (-10.4072, -3.88365)
89: (x,y) = (-8.65797, -2.91403)
90: (x,y) = (-7.42665, -4.49005)
91: (x,y) = (-5.50412, -3.93878)
92: (x,y) = (-7.25336, -2.96916)
93: (x,y) = (-8.28344, -1.25482)
94: (x,y) = (-8.45775, 0.737567)
95: (x,y) = (-8.87357, -1.21873)
96: (x,y) = (-8.69926, 0.773661)
97: (x,y) = (-7.21297, 2.11192)
98: (x,y) = (-6.15313, 3.80802)
99: (x,y) = (-5.80584, 5.77763)
100: (x,y) = (-7.60343, 6.65438)
101: (x,y) = (-5.87137, 7.65438)
102: (x,y) = (-4.38509, 8.99264)
103: (x,y) = (-2.3927, 9.16695)
104: (x,y) = (-1.16137, 7.59093)
105: (x,y) = (-2.13099, 9.34017)
106: (x,y) = (-3.74903, 10.5157)
107: (x,y) = (-2.71895, 12.2301)
108: (x,y) = (-2.33733, 14.1933)
109: (x,y) = (-0.898652, 12.804)
110: (x,y) = (0.992385, 12.1529)
111: (x,y) = (2.11077, 10.4948)
112: (x,y) = (1.45963, 8.60376)
113: (x,y) = (3.41593, 9.01958)
114: (x,y) = (5.13026, 7.98951)
115: (x,y) = (6.3889, 9.5438)
116: (x,y) = (4.52174, 8.82706)
117: (x,y) = (6.05383, 7.54149)
118: (x,y) = (7.60812, 8.80013)
119: (x,y) = (5.64487, 8.41851)
120: (x,y) = (4.18216, 7.05451)
121: (x,y) = (3.43295, 8.90888)
122: (x,y) = (3.74582, 6.93351)
123: (x,y) = (4.33056, 8.84612)
124: (x,y) = (3.81292, 6.91426)
125: (x,y) = (1.8904, 7.46554)
126: (x,y) = (3.88766, 7.36087)
127: (x,y) = (2.26963, 8.53644)
128: (x,y) = (1.0383, 10.1125)
129: (x,y) = (3.038, 10.0776)
130: (x,y) = (4.24163, 11.6748)
131: (x,y) = (3.36489, 9.87724)
132: (x,y) = (2.68085, 7.99785)
133: (x,y) = (1.65077, 6.28352)
134: (x,y) = (-0.338274, 6.49257)
135: (x,y) = (0.378462, 8.35973)
136: (x,y) = (-1.19756, 9.59106)
137: (x,y) = (0.743032, 10.0749)
138: (x,y) = (0.533975, 8.08586)
139: (x,y) = (2.06606, 9.37143)
140: (x,y) = (0.0709356, 9.51095)
141: (x,y) = (0.00113658, 11.5097)
142: (x,y) = (-1.65694, 10.3913)
143: (x,y) = (-1.0058, 8.5003)
144: (x,y) = (-2.3698, 9.96301)
145: (x,y) = (-4.19689, 10.7765)
146: (x,y) = (-2.6648, 9.49091)
147: (x,y) = (-1.57552, 11.1683)
148: (x,y) = (-0.99078, 9.25564)
149: (x,y) = (-0.540877, 7.3069)
150: (x,y) = (1.44817, 7.51596)
151: (x,y) = (3.27526, 6.70249)
152: (x,y) = (1.28013, 6.842)
153: (x,y) = (0.796285, 4.90141)
154: (x,y) = (2.28258, 3.56315)
155: (x,y) = (3.94065, 4.68153)
156: (x,y) = (2.88081, 2.98543)
157: (x,y) = (1.67718, 1.38816)
158: (x,y) = (3.16347, 2.72643)
159: (x,y) = (1.29631, 3.44316)
160: (x,y) = (3.29144, 3.30365)
161: (x,y) = (4.0729, 5.14466)
162: (x,y) = (4.4202, 7.11427)
163: (x,y) = (6.0585, 5.96712)
164: (x,y) = (4.94012, 4.30905)
165: (x,y) = (4.73106, 6.29809)
166: (x,y) = (6.24048, 4.98597)
167: (x,y) = (7.67916, 6.37529)
168: (x,y) = (7.40081, 4.39475)
169: (x,y) = (6.22524, 2.77672)
170: (x,y) = (4.22555, 2.81162)
171: (x,y) = (2.37118, 2.06241)
172: (x,y) = (3.43102, 3.75851)
173: (x,y) = (5.04905, 2.58293)
174: (x,y) = (4.56521, 0.642344)
175: (x,y) = (3.03312, -0.643232)
176: (x,y) = (1.06986, -1.02485)
177: (x,y) = (2.40812, 0.46144)
178: (x,y) = (2.37322, -1.53826)
179: (x,y) = (0.560604, -0.693019)
180: (x,y) = (2.41497, 0.0561943)
181: (x,y) = (3.22844, 1.88329)
182: (x,y) = (1.86445, 0.420578)
183: (x,y) = (2.31435, -1.52816)
184: (x,y) = (1.72961, 0.384447)
185: (x,y) = (3.5567, -0.429026)
186: (x,y) = (5.27103, -1.4591)
187: (x,y) = (3.93277, 0.0271874)
188: (x,y) = (5.77378, -0.754275)
189: (x,y) = (7.64094, -1.47101)
190: (x,y) = (8.81651, -3.08904)
191: (x,y) = (6.81773, -3.15884)
192: (x,y) = (4.84235, -3.47171)
193: (x,y) = (6.50043, -4.5901)
194: (x,y) = (8.34144, -5.37156)
195: (x,y) = (6.38514, -4.95574)
196: (x,y) = (8.34144, -4.53991)
197: (x,y) = (9.75565, -3.1257)
198: (x,y) = (11.7189, -3.50732)
199: (x,y) = (12.8661, -5.14562)
200: (x,y) = (13.3837, -3.21377)
201: (x,y) = (13.662, -5.19431)
202: (x,y) = (13.0109, -7.08534)
203: (x,y) = (13.8876, -5.28776)
204: (x,y) = (12.0606, -6.10123)
205: (x,y) = (13.7567, -5.04139)
206: (x,y) = (15.0688, -3.53197)
207: (x,y) = (16.4581, -2.09329)
208: (x,y) = (17.5765, -3.75137)
209: (x,y) = (18.0941, -1.81952)
210: (x,y) = (19.6484, -3.07816)
211: (x,y) = (20.3651, -1.211)
212: (x,y) = (19.6159, 0.643372)
213: (x,y) = (21.0301, -0.770841)
214: (x,y) = (22.9527, -0.219567)
215: (x,y) = (20.9773, -0.532436)
216: (x,y) = (19.423, -1.79108)
217: (x,y) = (19.9406, -3.72293)
218: (x,y) = (18.3023, -2.57578)
219: (x,y) = (20.2829, -2.85412)
220: (x,y) = (19.1073, -1.23609)
221: (x,y) = (17.1377, -1.58338)
222: (x,y) = (18.8869, -2.553)
223: (x,y) = (19.3708, -4.49359)
224: (x,y) = (19.9555, -2.58098)
225: (x,y) = (19.174, -0.739975)
226: (x,y) = (21.0651, -0.0888388)
227: (x,y) = (23.0502, 0.1549)
228: (x,y) = (21.0869, -0.226718)
229: (x,y) = (19.1551, -0.744356)
230: (x,y) = (18.5039, 1.14668)
231: (x,y) = (20.1422, 2.29383)
232: (x,y) = (20.2469, 0.296575)
233: (x,y) = (18.5696, 1.38585)
234: (x,y) = (17.0833, 0.0475916)
235: (x,y) = (16.3992, 1.92698)
236: (x,y) = (14.4239, 2.23985)
237: (x,y) = (14.7367, 0.264469)
238: (x,y) = (12.7395, 0.159797)
239: (x,y) = (14.4715, 1.1598)
240: (x,y) = (12.8743, -0.0438329)
241: (x,y) = (14.7653, 0.607303)
242: (x,y) = (15.642, 2.40489)
243: (x,y) = (13.9277, 1.37482)
244: (x,y) = (11.9353, 1.2005)
245: (x,y) = (13.4447, 2.51262)
246: (x,y) = (13.5494, 0.515363)
247: (x,y) = (11.695, 1.26458)
248: (x,y) = (13.6947, 1.29948)
249: (x,y) = (12.4911, -0.29779)
250: (x,y) = (10.5021, -0.0887332)
251: (x,y) = (11.1201, -1.99085)
252: (x,y) = (12.9745, -2.74006)
253: (x,y) = (13.6912, -4.60722)
254: (x,y) = (13.761, -2.60844)
255: (x,y) = (15.7561, -2.74795)
256: (x,y) = (14.4705, -1.21586)
257: (x,y) = (16.3831, -0.631119)
258: (x,y) = (18.0975, 0.398957)
259: (x,y) = (18.7155, -1.50316)
260: (x,y) = (20.3538, -2.65031)
261: (x,y) = (18.6218, -1.65031)
262: (x,y) = (19.1394, 0.281543)
263: (x,y) = (21.109, -0.0657538)
264: (x,y) = (20.6932, -2.02205)
265: (x,y) = (22.4075, -3.05213)
266: (x,y) = (23.1243, -4.91929)
267: (x,y) = (22.0059, -3.26121)
268: (x,y) = (23.8035, -4.13795)
269: (x,y) = (24.4875, -6.01734)
270: (x,y) = (26.4281, -5.53349)
271: (x,y) = (27.8908, -4.1695)
272: (x,y) = (29.7929, -4.78753)
273: (x,y) = (28.1349, -5.90592)
274: (x,y) = (27.2269, -7.68793)
275: (x,y) = (26.777, -5.73919)
276: (x,y) = (28.5262, -6.70881)
277: (x,y) = (29.8645, -8.1951)
278: (x,y) = (27.9082, -8.61092)
279: (x,y) = (26.0811, -9.4244)
280: (x,y) = (27.9355, -8.67518)
281: (x,y) = (27.3174, -6.77307)
282: (x,y) = (29.0667, -7.74269)
283: (x,y) = (29.7834, -9.60985)
284: (x,y) = (28.3447, -10.9992)
285: (x,y) = (26.3693, -10.6863)
286: (x,y) = (27.628, -12.2406)
287: (x,y) = (26.689, -10.4747)
288: (x,y) = (26.48, -12.4637)
289: (x,y) = (28.4432, -12.0821)
290: (x,y) = (29.2247, -13.9231)
291: (x,y) = (29.2596, -15.9228)
292: (x,y) = (29.9763, -17.79)
293: (x,y) = (28.0637, -18.3747)
294: (x,y) = (26.3864, -17.2855)
295: (x,y) = (28.2135, -16.472)
296: (x,y) = (30.0261, -17.3172)
297: (x,y) = (30.7428, -19.1844)
298: (x,y) = (29.5115, -17.6084)
299: (x,y) = (31.3241, -18.4536)
300: (x,y) = (29.497, -17.6401)
301: (x,y) = (28.1849, -16.1307)
302: (x,y) = (27.1548, -17.845)
303: (x,y) = (25.7908, -19.3077)
304: (x,y) = (27.2295, -20.6971)
305: (x,y) = (28.8475, -19.5215)
306: (x,y) = (28.0661, -17.6805)
307: (x,y) = (29.3247, -19.2348)
308: (x,y) = (28.1492, -20.8528)
309: (x,y) = (29.7252, -22.0841)
310: (x,y) = (27.9759, -21.1145)
311: (x,y) = (26.8004, -19.4965)
312: (x,y) = (26.522, -21.477)
313: (x,y) = (27.1068, -19.5644)
314: (x,y) = (25.2274, -18.8804)
315: (x,y) = (26.197, -20.6296)
316: (x,y) = (26.9462, -22.484)
317: (x,y) = (27.531, -24.3966)
318: (x,y) = (27.1837, -26.3662)
319: (x,y) = (28.0289, -28.1788)
320: (x,y) = (26.2469, -27.2708)
321: (x,y) = (26.7307, -29.2114)
322: (x,y) = (24.7335, -29.3161)
323: (x,y) = (24.1822, -27.3936)
324: (x,y) = (23.337, -25.5809)
325: (x,y) = (22.7189, -27.4831)
326: (x,y) = (24.337, -26.3075)
327: (x,y) = (25.4553, -27.9656)
328: (x,y) = (23.817, -26.8184)
329: (x,y) = (22.4028, -25.4042)
330: (x,y) = (22.5075, -27.4015)
331: (x,y) = (22.1946, -29.3768)
332: (x,y) = (23.6573, -28.0128)
333: (x,y) = (21.9253, -27.0128)
334: (x,y) = (22.9253, -25.2808)
335: (x,y) = (20.9265, -25.3506)
336: (x,y) = (22.1021, -23.7326)
337: (x,y) = (21.6522, -25.6813)
338: (x,y) = (21.5475, -27.6786)
339: (x,y) = (23.5326, -27.4348)
340: (x,y) = (25.5177, -27.1911)
341: (x,y) = (25.8306, -25.2157)
342: (x,y) = (23.89, -25.6995)
343: (x,y) = (21.9337, -25.2837)
344: (x,y) = (20.73, -26.881)
345: (x,y) = (21.4793, -25.0266)
346: (x,y) = (20.928, -23.1041)
347: (x,y) = (20.8931, -21.1044)
348: (x,y) = (19.5291, -19.6417)
349: (x,y) = (19.979, -21.5904)
350: (x,y) = (21.7449, -22.5294)
351: (x,y) = (19.979, -23.4683)
352: (x,y) = (19.1655, -21.6412)
353: (x,y) = (17.2337, -22.1589)
354: (x,y) = (16.1153, -23.8169)
355: (x,y) = (17.9129, -22.9402)
356: (x,y) = (19.4889, -24.1715)
357: (x,y) = (21.0432, -25.4302)
358: (x,y) = (22.5975, -26.6888)
359: (x,y) = (24.5962, -26.619)
360: (x,y) = (23.3926, -25.0217)
361: (x,y) = (24.3622, -26.771)
362: (x,y) = (26.1115, -25.8014)
363: (x,y) = (27.9091, -26.6781)
364: (x,y) = (29.3477, -25.2888)
365: (x,y) = (27.4567, -24.6376)
366: (x,y) = (29.3588, -25.2557)
367: (x,y) = (27.6445, -26.2858)
368: (x,y) = (26.1818, -24.9218)
369: (x,y) = (24.4674, -23.8917)
370: (x,y) = (26.2494, -22.9837)
371: (x,y) = (24.4674, -22.0757)
372: (x,y) = (22.7901, -20.9864)
373: (x,y) = (24.1022, -22.4959)
374: (x,y) = (23.6864, -20.5396)
375: (x,y) = (25.2185, -19.254)
376: (x,y) = (25.9999, -21.095)
377: (x,y) = (27.827, -20.2815)
378: (x,y) = (29.8161, -20.0725)
379: (x,y) = (30.6613, -21.8851)
380: (x,y) = (32.6504, -22.0941)
381: (x,y) = (31.8689, -23.9352)
382: (x,y) = (33.6815, -23.0899)
383: (x,y) = (31.7061, -23.4028)
384: (x,y) = (32.122, -21.4465)
385: (x,y) = (31.4708, -23.3375)
386: (x,y) = (32.122, -21.4465)
387: (x,y) = (30.1994, -20.8952)
388: (x,y) = (31.2593, -22.5913)
389: (x,y) = (30.5425, -24.4585)
390: (x,y) = (32.5377, -24.598)
391: (x,y) = (33.1888, -26.489)
392: (x,y) = (34.3644, -28.1071)
393: (x,y) = (34.2249, -30.1022)
394: (x,y) = (33.0777, -31.7405)
395: (x,y) = (31.1214, -31.3247)
396: (x,y) = (32.325, -32.9219)
397: (x,y) = (30.3932, -32.4043)
398: (x,y) = (32.0893, -31.3445)
399: (x,y) = (32.674, -29.4319)
400: (x,y) = (33.8212, -31.0702)
401: (x,y) = (34.4059, -29.1575)
402: (x,y) = (36.0032, -30.3612)
403: (x,y) = (38.0005, -30.2565)
404: (x,y) = (39.9567, -29.8407)
405: (x,y) = (40.8647, -31.6227)
After 406 steps, the subject has the following location:
(x,y) = (40.8647, -31.6227)
 or
(m,a) = (51.6713, -37.7341)
Average outward distance per step = 0.127269
Target Distance: 50, Step Size: 2
0: (x,y) = (1.71433, -1.03008)
1: (x,y) = (1.67943, -3.02977)
2: (x,y) = (2.96501, -1.49768)
3: (x,y) = (1.41071, -0.239042)
4: (x,y) = (0.726673, 1.64034)
5: (x,y) = (2.62879, 1.02231)
6: (x,y) = (0.716176, 0.437566)
7: (x,y) = (0.716176, 2.43757)
8: (x,y) = (2.00175, 0.905477)
9: (x,y) = (1.89708, -1.09178)
10: (x,y) = (2.17543, 0.888754)
11: (x,y) = (0.284389, 1.53989)
12: (x,y) = (1.28439, -0.19216)
13: (x,y) = (1.76823, 1.74843)
14: (x,y) = (1.35241, -0.207864)
15: (x,y) = (2.06914, 1.6593)
16: (x,y) = (3.62344, 2.91794)
17: (x,y) = (5.33777, 1.88786)
18: (x,y) = (7.33747, 1.85296)
19: (x,y) = (5.49646, 1.07149)
20: (x,y) = (4.87842, -0.830619)
21: (x,y) = (4.77375, 1.16664)
22: (x,y) = (3.68447, 2.84398)
23: (x,y) = (5.36181, 3.93326)
24: (x,y) = (6.36181, 2.20121)
25: (x,y) = (7.75113, 3.63989)
26: (x,y) = (5.76604, 3.88363)
27: (x,y) = (5.082, 5.76301)
28: (x,y) = (4.59815, 3.82242)
29: (x,y) = (6.55445, 3.4066)
30: (x,y) = (5.24233, 1.89718)
31: (x,y) = (3.56499, 2.98646)
32: (x,y) = (2.65701, 4.76847)
33: (x,y) = (3.50225, 2.95585)
34: (x,y) = (1.90498, 1.75222)
35: (x,y) = (3.10861, 3.34949)
36: (x,y) = (3.31766, 1.36045)
37: (x,y) = (1.9794, 2.84674)
38: (x,y) = (-0.020599, 2.84674)
39: (x,y) = (1.44211, 1.48274)
40: (x,y) = (3.17416, 2.48274)
41: (x,y) = (1.64207, 1.19717)
42: (x,y) = (0.64207, 2.92922)
43: (x,y) = (-1.35763, 2.89431)
44: (x,y) = (-2.32724, 4.64355)
45: (x,y) = (-2.29234, 6.64325)
46: (x,y) = (-4.18338, 7.29439)
47: (x,y) = (-2.79406, 8.73307)
48: (x,y) = (-4.25677, 7.36907)
49: (x,y) = (-2.94465, 5.85965)
50: (x,y) = (-1.39036, 4.60101)
51: (x,y) = (-0.0010406, 3.16233)
52: (x,y) = (1.95525, 3.57815)
53: (x,y) = (1.40398, 5.50068)
54: (x,y) = (1.54349, 7.4958)
55: (x,y) = (2.57357, 9.21014)
56: (x,y) = (0.632978, 8.72629)
57: (x,y) = (0.320109, 6.75092)
58: (x,y) = (1.28973, 8.50016)
59: (x,y) = (-0.0995889, 7.06148)
60: (x,y) = (-2.09928, 7.09638)
61: (x,y) = (-1.22254, 5.29879)
62: (x,y) = (-2.16149, 7.06469)
63: (x,y) = (-1.51035, 8.95573)
64: (x,y) = (-2.09509, 10.8683)
65: (x,y) = (-2.30415, 8.87929)
66: (x,y) = (-1.99128, 6.90392)
67: (x,y) = (-3.66862, 5.81464)
68: (x,y) = (-5.03262, 7.27735)
69: (x,y) = (-6.44683, 8.69156)
70: (x,y) = (-6.96447, 6.75971)
71: (x,y) = (-5.65235, 8.26913)
72: (x,y) = (-6.65235, 6.53708)
73: (x,y) = (-8.65113, 6.46728)
74: (x,y) = (-8, 8.35831)
75: (x,y) = (-6.00274, 8.25364)
76: (x,y) = (-7.14989, 6.61534)
77: (x,y) = (-8.91579, 7.55428)
78: (x,y) = (-8.16657, 5.69991)
79: (x,y) = (-7.10673, 7.39601)
80: (x,y) = (-6.16779, 9.1619)
81: (x,y) = (-8.16292, 9.30142)
82: (x,y) = (-6.44858, 10.3315)
83: (x,y) = (-7.93487, 8.99323)
84: (x,y) = (-7.41724, 10.9251)
85: (x,y) = (-5.65134, 11.864)
86: (x,y) = (-6.26938, 13.7661)
87: (x,y) = (-7.63337, 12.3034)
88: (x,y) = (-6.54409, 13.9808)
89: (x,y) = (-6.50919, 15.9805)
90: (x,y) = (-4.69657, 15.1352)
91: (x,y) = (-2.98224, 16.1653)
92: (x,y) = (-4.10062, 17.8234)
93: (x,y) = (-3.99595, 15.8261)
94: (x,y) = (-2.87757, 17.4842)
95: (x,y) = (-3.5943, 15.617)
96: (x,y) = (-5.00852, 17.0313)
